@RELATION comment
@ATTRIBUTE comm string
@ATTRIBUTE ratiopos numeric
@ATTRIBUTE rationeg numeric
@attribute classe {-1,1}
@data
"indulge such great weak boring unanswered posted other so difficult capturing Just all extra 4 remaining talking so obvious asked change identical all going walk front seen many least seasoned good artistic shooting not worth ",36, 63,-1
"uneventful odd supposed total main not exactly sure two guarded four first monitoring actually more not working 2 2 put protective go dark least best figure Apparently not exactly top-secret repeated first ever able decipher going late later suffered major there nowhere really n't help much lackluster boring enough stupid want suffer once destroyed ",36, 63,-1
"come realise watching especially made n't expect much gone overboard surreal one best unfortunately truly awful got admit saw American about 76 just cut sure longer European just boring do marauding practicing talking really boring dull most taken boring short making say good done good using surreal positive there definitely talented made classic one made overall skipping seeing more interesting ",36, 63,-1
"quite possibly most incompetent embarrassing pitiful ever seen criminal practically non-existent special presumably together unleashing learning defenceless Far stifle actually n't made sure say yes hampered just really n't bothered offered so dire so execrable only get Starting n't as expecting expecting low little perhaps even got cinematic used Well leering seen manically stirring Apparently such high-level then strange relax other simply too awful write soon getting suicidal just writing save detonating balsamic attaching really unaccountably small nuclear destroying Thank as good actually sound more interesting actually really never got scribbled really stepped given vigorous said special Well special gone crazy done only assume pump modern not 1984 represented shuffling covered not One most inexcusable summed then miserably get come pulled just leave really weak believe spent hang banned going fifty also wrong come post mendacious give stupidly high totally inaccurate absolute either very very stupid very very cynical ",36, 63,-1
"nearly forgotten cranked 1930 resurrected often supporting numerous involved One involved exact other deaf proved innocent not spoken apart congenital n't deaf Oh well pretty good here faking being mute Unfortunately one else here really act worth ",36, 63,-1
"always make smile especially well all screaming jumping down all stupid fill watched just check did watch 45 then turn best unfortunately given ",36, 63,-1
"read compelled write first split say n't make enjoyable still engage Now totally absorbed murderous lesbian say n't give other inhabited Also so many try say did n't enjoy did n't get disagree did n't enjoy bored wanted end constantly listening again did not help Call clever repetitious main ask other saw Just black Did did involved rough removed ",36, 63,-1
"watching 1 watching much more entertaining happened got roped acting very boring terrible so terrible funny suppose full more see terrible acting ridiculous check not only ask 10 fire not even fit good cure especially overboard then back just few only image written non-union taking horrible ",36, 63,-1
"make most painful ridiculous ever made best think describe plus nice beautiful well-spoken played acted well enough annoying written so atrociously give enjoyable quite good only served highlight terrible hated looked so little western British neat tailored silly immaculate always-white tied got tiresome constantly haranguing insulting never spoke replied back supposed suspend appreciate symbolic one broke laughably unrealistic predictable worst miraculously speedily single-handedly bad pass through then perfect shoot very far distance create bury spook bad seemingly destroying save two main bad worst loaded seemed believable n't believe about bad driving wanted chew n't see n't worked n't bother see ",36, 63,-1
"clean logical understandable pictured pathetic tired 27 spent 16 struggling delusional paranoid main successful mainly kept thinking keep away know really going on n't really successful certainly escaped knew took real n't So entitled tell total Not only cheat main n't faithful bisexual really important here mostly comforting tamed entirely missing not n't normal early differently most n't solid bent change mutate maybe even disappear cope rich very imaginative inner normal n't expect trapped n't relate most poorer poorer blank delusive dead very different depicted ridiculous tear-jerking violently frightening other main appear strange weird absurd really impressive weird gross all about not watch Naked read play vague n't watch good banal cleaned stupid most accurate mind inner violent weird confusing very very scary Once again n't not neat tame played n't let go fall strange hostile backward not sure strange unnatural much much more depicted soap-like ",36, 63,-1
"not viewed trying kill actually cause severe main whiny bratty ungodly conservative red scrawny horny supposed cool dress oversexed make No not REALLY over-sexed 1986 only never find anywhere No unleashed sorry wildest true then kill guessed it-Eventually nerdy greatest revealed-She watched even making cinematic still made bleed Not really not giving anymore reliving great drive not mentioning put ",36, 63,-1
"tell there pathetic all really do slap walk Well similar watching did actually choose go see knew making one only about latest wanted give funny unusual least other managed get edgeways however exclusive so all high-pitched going about best quirky popular tickling also n't like thought reserved Surely think try make little more intelligently making proper perhaps one decent maybe one n't completely dominated annoying started fawning newborn just wanted go normal preferably not strange tacky next n't know tell give small ",36, 63,-1
"Somewhere only purchase dull fictional new built wascondemned did n't catch lost villainous first dead trying find mutual funny try find still alive living different upset including Eventually running big along yes probably did not need named taking also behind still silly all along pull heroic middle crowded one eventual fictional huge yet ever called hiding built not surewhere live found also hasfurnished quite well found few nicer own mooning see white south just positive down renting video stay not mebeing dumb enough watch Here notrecommend show rated physical gore female male somesexual ",36, 63,-1
"interesting quickly n't bother watching hoping stalking no ending good purchased entire ",36, 63,-1
"really bad only half-way redeeming used everywhere horrible as holey video just n't already given that ",36, 63,-1
"n't n't n't informative n't scary n't entertaining n't got right only lone did n't buy rented instead shot bad No wait least professional shot horrid detestable anyway n't even care enough look poor unsuspecting far better deserved 2 6-10 0 3-10 ",36, 63,-1
"Maybe seen too many maybe n't take most clich ridden deficient just plain stupid seen long took less show did put together like made straight completed bad classic starring SO much better renting instead ",36, 63,-1
"own best disregard positive concerning Now least low one worst low make too seriously unfortunately not only murderous British transposed modern interesting two immediately perplexing watching 1- biggest below average looking n't act minor apparently well known read other giving much needed top n't UNtalented 2- so stupid think passed n't even remotely look great big North American Edwardian skipped whole developed took Also going make probably best more one Irish Irish Now n't so bad n't trying make next Living Too bad n't far unintentionally comedic infamous gutting chained stripped naked then sliced open eviscerated funny Well deleted mutant actually funny awhile respecting anyway eat no well Some other annoying whiny creepy not sure supposed cast as big imply explain played equally annoying fell checked apparently important know graduated high n't decide more amusing pathetic know only doing nude named former seen hopefully get go gore find redeeming not much more ",36, 63,-1
"capture main hardly even touched leaving wondering exactly making big willing risk not good personal not really caring so flat abruptly real not leaving whole one worst ever seen horrible not read skip read read skip reread almost as making discredit poorly done ridiculous too good capitalized probably able get good good n't waste ",36, 63,-1
"original far enjoyable almost concerning human eating made remade added n't get enough tainted put together almost absolute used actually play early 1970 updated alien battling so lovable generally inducing pretty much excuse mostly turned wanted make did n't care turned so long producing More n't subject ",36, 63,-1
"Pointless boring charismatic completely wasted Released maybe one local avoided entire four BACK seemingly created looking Local better well morphed lame never get apart become one greatest major just ",36, 63,-1
"went see n't bad kinda did n't mind came drew stop just small seriously 80s-speak just awful one one calling better deliver highest So 6 rolling even back so knee-high-to- weak So weak not even touch 10-foot next So n't avoid ",36, 63,-1
"not aware 1973 original no doubt left left grim haggle toothed drawing paganistic barbaric remote Scottish named near Amazon-ic named hardly quite sadly classic classic tampered cater simple minded given reworked involved ",36, 63,-1
"all greatest based not particularly accurate nonetheless excellent great lesser almost ever made However regretfully announce not one Not only meet most basic defy acting special ultimately respect Mind not trying mean went open figured made-for-T make decent little Come think original made look took However first onward started enveloping gotten too close tessering same first became Special 1997 monumental involving disgruntled making several hideous beloved classic officially become personal mutated Aside slightly controversial casting favorite decided appropriate introduce right Moreover heavenly greatly beloved hacked demented majestic become huge human creepy mounted awkwardly bowlegged sporting five psychologically traumatized worst spoke shown behind so as avoid lip resulting spent looking seeing single unmoving thus rendering special less believable gotten most painful go tear-inducing one personally always imagined look somewhat similar plain most find laughable always slightly anxious humorously pessimistic quite simply not cared less unpleasant whatsoever sorry poor continuously deal intelligent horrible memorable Happy took pleasant old liked look happy replaced look funny such falling only three think did decent nicknamed due complete good did n't do good retelling found yet kept original Here pleasant down apparently unaware destroyed well showed felt not seen flat-nosed wondrous tear subtle Earth-like torn scattered lost very sorry not believe genuinely bad written deserved adapted directed enhanced scored given edited marketed current unworthy shown self-respecting Even thought bad Good Bad Ugly 0 1-10 got right horrible acting special not mention ever read main three main riding flying Some say high did n't even bother properly ",36, 63,-1
"so bad doing 30 supposed go 100 stuck almost 2 n't any 2 damn credible ashamed seen ",36, 63,-1
"religious Religious watch really off DVD not indicate potential religious cool even religious agree most other here directed poorly acted poorly edited hilarious fake terrible mainly only sat lame too late watch instead just gone bed Absolutely redeeming religious immediately endorse preach even n't avoid not deceived ",36, 63,-1
"slashed cut three main either depressed even blow see valid only good bad not other around Take enjoy seeing done slain good cut up See Beautiful skilled editing Let put one exquisite ",36, 63,-1
"Well good concerning 2001 unite three mammarian one only assume busy shot else managed see bad even called shot straight complete misfire total out-and-out absolute truly one worst ever seen no further lamest ever made here such gaining fellating rare cure later battling megalunged back Too bad lame trotted completely pardon flat actual other old special here long put kindly manage uh stand nicely So given juvenile unfunny failed 2 instead 1 succinct special just watched absolutely hilarious especially 100 1 000 national upgrade ",36, 63,-1
"spoil most least try tie tenuous did n't even three lead next interminable dull OK so perhaps short better skipping entirely not sure got made usually much better subverting somehow got through Thank back next ",36, 63,-1
"went see good old fashioned realized not getting watched pretty well made filming yeah aside good considering watching grainy long good killed 42 played answer answer awful said just one big long inside seemed so sorry did wonderful ",36, 63,-1
"first noticeable awkwardly titled casting here Three star listening not get fifteen old nervous massive find going First entire first bought drive soon own going such Then large hurling elderly appropriately afraid stay move Eventually stranded unplanned talking Native American lying copious musty detailed fill mental much Finally patient little own wigging made 1977 Apparently making astral Native American One acting all crazy inexplicably now unseen unexplained one here stranded flat rolling pretty creepy little eventually overplayed hurling special obvious then back again take forever trapped forever take forever forever forever tempted hit fast forward least dragged obvious padding Cut here clocked final trying kill never Did never no good murderous never kept thinking also thought other Anything keep falling asleep one terrible playing fifteen old cute ten old smart alecky loving written directed just making ill ease not scary too still walk away video unrated physical mild ",36, 63,-1
"gave single only impossible give less developed replicating industrial steal one endless loose wipe amazing sneak 2 3 noticing then promptly One driving aimlessly such superior mental n't even operate never drive hopelessly lost blazing blowing single else ever Such commonplace only hope n't planned ",36, 63,-1
"film-going only once walked dreadful Fortunately refunded went see instead minor Gone compared so unfunny nearly became second ever walked so unfunny even impossible laugh alone laugh Granted paying see filled inane wind huge yet high notable least promised fresh delivered as portended four woefully predictable comic wore thin first five short laid mangled--over 90 excruciating soon two main characters--airless insipid incessantly--will major mentally check 18 erased Deep getting testifying more languidly about engaging real about much laugh-getting boot though amusing leading very little even less Even strong point--the aforementioned bewilderingly unproductive here most disappointing behind thick strait-jacketed numbingly morose few desperately leer prosthetic then one comic two also badly well occasionally much-need lightening funeral funniest funniest all then amusingly funny play solid avoiding such as overdone rubbery false preserving human forgetting oh yes two over-bubbly n't remember perhaps repressed farther funny more painful endure ran hyperactive super-hyperactive occasional tossed seemed bad string together 70s outrageous set ersatz true plot compensate anemic writing only possible one talented dreadful cinematic dragged embarrass hopefully humble stunned sad real bad far possibly cooking such ",36, 63,-1
"as honest possibly complete good long dead dressed black horrible great long literally just do care simply abysmal Most below average looking dancing naked staring repeatedly little designed get more less attractive naked join not as bad pointless close ",36, 63,-1
"pointed now deleted see warned eerily reminiscent 11 2001 terrorist reading consider interesting produced co-produced won international found heavy-handed unintentional poorly directed horribly written acted tried capitalize 70s telekinetic many underrated directed two entertaining exciting dealt same subject ",36, 63,-1
"hopeless filmed based stuck stuck automatic good stopped one constantly following sorry put poor few heavily over-dramatized as far get runaway popped doing first just folded then afterwards blew later observed annoying stay away ",36, 63,-1
"One other mentioned almost walked n't wanted stay left too good easily one worst adapted ever seen nowhere nowhere say nowhere fast really nowhere slow painfully slow time interesting happen potentially one not single entire Not slick entertained good meandering much next entire n't care single one almost hoping least more interesting watching inexplicable so strange unpredictable think compelling not Instead quirky acting hard-boiled simply immediately talented miscast brooding raising reading bizarre relevant two plodding painfully slow Awful ",36, 63,-1
"see not not funny good here written poorly disguised false third made attempting synthesize fake not well done mockumentary insulting so mean-spirited imagine familiar subject finding funny able laugh important lampooned hate enjoy not offensive grand taboo constant pathetic ",36, 63,-1
"more important supposed ugly funny not ugly actually more attractive Now ugly really unattractive stop convey simply ridiculous ",36, 63,-1
"Unbelievably bad acting no good unclear flashy needed least not n't attended English rich basicly doing dangerous annoy not way Then kinda other illegal Then there dubious well got One disappeared involved really n't care either likable believable n't make even made 2-10 ",36, 63,-1
"terrible start pretty good impossible make great biggest ever sound one very bad whole started get quite irritating ",36, 63,-1
"lousy make serious Well serious serious silly slow old inhabiting young achieve same again actually dozed few sooooo dull sole probably often complained too violent well put sleep ",36, 63,-1
"quite possibly worst ever seen watched large over not one understood Aside acting atrocious special not so special absolutely horrible only redeeming so incredibly bad quite funny n't help laugh run spewing crappy n't recommend looking good get together good now running I 1 10 ",36, 63,-1
"Oh holy Do Not 82 never get back Sure stopped watching thought get better Did n't Anyone actually enjoyed seriously sick twisted No Australians-New terrible making Everything horrible editing n't even normally write here make only warned hired ",36, 63,-1
"OK promising next parodying famous Then DVD lost less then five Supposed admit did laugh once about ten ending following battered abused next boring legal No never please here even force watch said put there name indeed sue ",36, 63,-1
"Two ago watched wonderful leading one compensated other same now complain superfluous now convince one same unfortunately n't sympathize called unnecessarily incomprehensibly tired sorry n't understand Not enough admitting not destroyed brought so far rotten deeper n't follow so far rather own did n't notice yet quite depressing more accurate sketching buying new Perhaps too broad getting stay home n't know taking DOING follow able instigate Too dull too too passive not mention n't finish not modern sexualized Help n't follow human seizing real ",36, 63,-1
"agree other got let alone western ever seen Terrible acting unimaginative pathetic alone completely inappropriate supposedly 1800s oh did mention prominently displayed one waiting fall ending least say consistent completely awful yes did contain slow empty dusty laughable remember main Luckily saw free n't waste ",36, 63,-1
"fell asleep 7 35pm last watching usually not last up 3am west fascinated see shocked poor Seriously shocked So shocked write really really bad boring directing editing simply shot video shot not look more then wanted describe poor honestly remember blocking stupid yes chose stupid not unconventional not daring not bold not boring just stupid reviewing say well give 3am trust watch anyway drawn horrible ",36, 63,-1
"supposed depicted ready willing settle once However did not care settle did n't care n't understand beautiful saw absolutely least made weak other Just not make sexy Not mention did get married fell five knowing absolutely outrageous ridiculous tidied stopped doing saying stupid more attractive alas bland boring unnecessarily British just as easily uptight regular speaking do poor British sometimes fade only two cared frog Now two horrible acting unnecessary ",36, 63,-1
"just far worst ever seen Especially worst ever made n't funny n't scary not entertaining n't think suffer just throw chop ",36, 63,-1
"recently decided revisit Omen only discover demonic here fourth did n't expect much certainly lived watching bad then just made obvious often inappropriately matched happening therefore best distracting 8 one said lacking very well matched appalling acting Numerous left contemplating quite thin crazy adopted wrong-doing badly acted usual mysterious convoluted personally made unfolded usual third-party whole medical born pretty much whole executed rather badly right making one monotonous ridiculous There many too unintended major Hardly 360-degree-head-turning also laughed very concerned distressed left looking very alarmed crossing Then exposing 8 year-old alternative laughed suggested bringing troubled psychic meet just groovy fill troubled 8 old cool n't need there expected adopt fully grown bite little entire psychic quite comical kinda horrified reactionary ensuing also laughed considered Here religious described fanatically preaching full prove protect handling bitten several Hardly More successful n't only comical resulting lot Then slow-motion headed straight gone made slow-motion started only come back see still headed straight concerned Then quintessential as shot several exchanging horrified Then tumbling revealing real Additionally seemed little strange pointless looking Obviously finding quite distressing eventually clutching Apparently something demonic happening suggesting OK surprised reviewed favorably in particularly worthy difficult not notice non-sensical unrealistic inappropriate musical relying heavily demonic provide rather annoying short bad only redeeming unintended ",36, 63,-1
"Little now smaller played cook disguise plant then get back treated surprised low done other many n't cute funny almost funnier did n't use used small pasted watching deleted funny chose different few make funny Spend rental real ",36, 63,-1
"watching graphic run see passing front twisted back twice missed first then Admitedly did n't watch more very disturbing enough Maybe even better long going take start showing Perhaps based nice already disturbed horrible n't need see masquerading ",36, 63,-1
"just awful then unscary then notice most flat just lame wonder stay n't really pull whiny see just deliver remotely entertaining As mentioned obvious however worst looking looked pretty good so did even looked better thouroughly unlikable always complaining military one military just utterly stupid dreaded obviously not more likely 21 Give 25 younger ",36, 63,-1
"sad made sad sitting tearing apart wanting break spitted one roaring made watching actually enjoy six interesting dull probably drunk writing strong new hold filled heard million One about not able taking do seriously really required not funny not creative only probably only interested based too lame age-old all about n't take marry n't still take just prove true female successful married not act married six obviously all full shamelessly promoting also absolutely adore come give worst shocked see praising just show sad struck continue made worse probably ",36, 63,-1
"let big curious check apparent excellent also see professional liked aesthetic think meant entertain halfway found thinking much longer watch bored idly standing deserted rearranging seemed go forever Then thought maybe one lull relaxed hitting dynamic such bland boring uneventful not saying especially entertained Add sound comparable bad Depressing just n't get like longest 114 ",36, 63,-1
"actually paid see get 1-rating okay larger n't Unfortunately probably most small obvious one just looked cheesy cheap n't even good other major horrible acting watched now knew expect just enjoy expecting good horrible actually end Thankfully only 85 ",36, 63,-1
"Listening confirmed suspected watching made play making deluded churn going write winning phase interesting buried there probably else totally buried badly executed laughably un-thought-out dire un-engaging again inclined blame not appear consulted required rather plonked pointed told get little acquitted better say excellent more acceptable Leading whatsoever beautiful use classic passed infect ailing given bitten looked vaguely interested other too only real sexual two female originally intended use silent more pointless so finished conceivably worse not Frankly badly plotted silly forgettable Even trashy not sexy enough gory enough entertaining bloody little left more wrong ",36, 63,-1
"deleted twice pretty offending making judge other tolerant other Obviously writing not understood so ill change completely really bad several Subject one very careful making even not understood passionate One agree great making obviously extremely careful preferably n't do knowing n't know think not not imaginary about actually lived great express also chosen actual Specially not taken One first noticed ridiculous found n't help putting right geographical Come proper English better yet German Even got letting Aramaic Secondly well over-acted 3d not depict casting 4th way off so ",36, 63,-1
"did n't think possible make bad one n't recommend better watch fat really really drawn love ",36, 63,-1
"slow incomprehensible boring Three enthusiastic surely never made best excellent worst slow moving combined endless meaningful editing abrupt patchy However worked very hard least trying little believable terrible startling set hardly Peruvian wandering even depicting 17th avoid ",36, 63,-1
"n't believe made Completely unnecessary first okay certainly not already first so bad utterly simple n't come flat shot first good emotional little very simple then somehow worked see cohesive dull interesting One good Brazilian pretty well cast one creative already shot second 2 please n't let make third ",36, 63,-1
"seemed initially real smart made good romantic BUT oh dear did ever happen tell happened Originally 1978 1982 long ago new crude teen Then came important became repulsive such 1990 1994 1996 1998 affected next one only 1999 undoubtedly incomparably got highly filthy nasty admired otherwise smart first then got add real big strangely shameless made as easy fill freely such oral just look wholly unnecessary surely so necessary make catch latest making teen replaced already possible looked literally horrible all memorably disgusting transformed romantic making n't done pure skinning more asking nastier happen farting easiest create nowadays Though even hated got love mostly bold only designed achieve naughty near made sad one real potential not stupid eventually managed Remember well stealing first 2 main trying reach blackmailing cool candidly schlock dealt tacky dirty got do making mawkish do ended being sorry say smiling said imagine about too win totally good ending yet totally better assure one smart one Once n't need much understand real Maybe stupid smart even final here n't least witty wrote American 2 well main find Additional usual just forgot write 70 ",36, 63,-1
"rented sounded really good wrong First acting acting worst really bad well seemed made pretty good done ruined most main worst ever even calling only good so bad funny so good see other far away one usually such one not know passed even put one worst seen seen bad ",36, 63,-1
"anti-drug 50 60 due made obviously never experienced social warning then just swept away bad showing falling quite funny misguided many poor destroyed told basically special bad show one psychological starting more serious apparently buckle do else 2 worth watching due unique personally quite funny ",36, 63,-1
"far one worst ever seen poor special poor just few wrong first two major one lame ",36, 63,-1
"rented hoped one whole enjoy friendly did not enjoy false follow not guaranteed n't always win n't magically get better n't always cured n't always get Sometimes stuck old not exist meet Rather created glorify Sometimes most going bad live die gain ",36, 63,-1
"made too gonna make like sure got back Also n't get play just about all seen Jurassic so n't blatantly sucked sucked acting sucked unoriginal just peaked 1984 did actually great not exactly act just said no s--t did did go quietly made pay hardly called yet just wanted sure little just wasted 2hrs spent doing productive watching cheated close Thank ",36, 63,-1
"looked other thoroughly amused find clearly only actually worked commented say bad amateur bad comment little little based n't even achieve most amateur expect do silly much pretty funny willing poke Not ever see ",36, 63,-1
"few ago classic 1984 fascinated thought one best read recently So rented intrigued see measured Unfortunately did n't even come close creating developing so masterfully did think watching read demonstrate main droll entire hardly never really find living forbidden political main done proper political oppressing missing greatest terrible looking about 15 older 39 old supposed portraying more positive however well chosen just too bad put horribly adapted wrong -Brian ",36, 63,-1
"really wanted like never gave basically meant hip miserably consistently written acted high-school also aimed more damningly never once n't funny first dead-pan helped certainly better shrill overacting subjected recommend inherently hysterically funny Other stay away not waste ",36, 63,-1
"felt tell worst ever bought thought same so terrible laughable special not stood middle acting as taking never confused sat down watch so terrible few Avoid ",36, 63,-1
"making complete psychoanalytical Take not read as demented include crazy cure somewhat good looking played enormous strongest ridiculous prestigious do first one few used particularly done stay away ",36, 63,-1
"ashamed trying pass sleeping then all rent suppose got most boring Maybe used back real seventy-five thank ever invented fast forward call coming n't help think 3rd used wasted boring boring air like see then one made 60 maybe done ",36, 63,-1
"3000 poor terrible ridiculously unbelievable thought looked n't wait rent ",36, 63,-1
"happened brilliant now scraping very same directed Last Here somewhat interesting farfetched first not bad miscast other cast not right Too bad go rent again ",36, 63,-1
"Alright so dying see Stoked well rented brought started watching supposed did not smirk even ONCE 40min do Not there amazing anyways Also watching n't help realize low titled read potential really did stolen seriously more more about really funny flat alright dragged n't funny totally stolen two n't ONLY ",36, 63,-1
"really bad full memorable incredibly bad special also bad not worst seen either so bad listen believe Just two short 30 long so repeated constantly whole one worst ever seen ",36, 63,-1
"easily one worst completely pointless pathetic really old personal accomplish buying mere 300 grand let alone bargain-basement only believed most gullible respect n't watch awful awful ",36, 63,-1
"read great such based ugly demeaning not criticize foraltering small dramatic main vastly real young ridiculous Tibetan false amazing smuggled However changing real two one very important build sad ",36, 63,-1
"little plummeted new Did set so badly dried so much forced include disgusting young back then promptly behind mind least worth already treated one other urinating one as well numerous graphic once sufficed got really taking acting better then easily forgotten watching shot entirely low fairly original only only ever got take thus making much more real never got see other such several disappeared added much needed dire like n't feel too good go one pursued subjected shot little undercooked acting diabolical apart Did main 5 acting taking long postal so bad watch entire seemed easy only given please sure ready ",36, 63,-1
"Funny make classic entirely new expect float Sure used various classic donned classic blond headed rimmed wearing wanted red supposed forget accept little original not known n't guessed so hard imitate constantly reminded far better cast better looked simply ignored original not tried copy feel one just cheap just seem shoot die ",36, 63,-1
"saw thinking ok gonna good not not scary acting good horrible military just plain stupid done better made sound going turn instead turned out read other other there all positive one not simply terrible One 10 sure all expecting bet did n't expect better better ",36, 63,-1
"really looked forward two really liked serious n't like unbelievable set 249 several ago only ever faster experimental 1960 hit 300 compound providing short fly much 275 rotary 222 portrayed n't very fast even did n't stay very long came called much more realistic ",36, 63,-1
"Imagine worst one 90 Now bad removed replaced Now imagine 50 worse Got OK now go see Underground just seem funniest ever single worst ever seen few very few lame Even lame too lame funny only not angry wasting watching else bought wasted n't written directed else ",36, 63,-1
"totally hated so retarded get acting n't help know here even warn dumb so n't get so then n't make more amateur stupid so retarded old go write 10 Not only retarded badly kinda getting here anyways boring acted horribly funny even tried really hard well n't worth Just very painful watch even Seriously liked go actually not babbling actually BETTER too late seriously thought Fully Loaded better n't even know went even HALF n't think even called ",36, 63,-1
"complete complete poorly written acting hammy clearly aiming far short not even one made great terrific acting good powerful social never preached shown Compared near-masterpiece backwards resorting such taking Persian staring less acceptable 80s bad became big become become more subtle thoughtful late capable give social maybe simply not know do sermonizing as understanding trying say Maybe just concentrate leave social Even n't agree agree thinking much much better left right depicted bitching happily curiously named think real n't believe n't spend hard-earned ",36, 63,-1
"boring lacked spark big two whatsoever boring annoying interesting did n't enhance tended detach happening felt real hence failed create real potential needed better better acting better kept thinking worked Ignore critical praising like succeed even so many different ",36, 63,-1
"too much own n't tell more big all personable so trite nowhere great real real ",36, 63,-1
"perfect make worst make awful sophomoric pseudo-Orwellian-Huxleyan-whateverian human future very seriously given high other high just made up even romantic little better not changing profound certainly successful serious numerous great proven immense whole represented future lone good bizarre all more painfully heavy-handed actually did n't pick saw tenth went public not exonerated crazy great absolutely bad quite often more sometimes even more interesting good Note go really not bad cool especially drunk-hung ",36, 63,-1
"Almost illogical implausible genuine human dead dull musical wobbly focusing racist absolutely unnecessary comical famous made cater watching only good funky watching save ",36, 63,-1
"technical about female able kill 4 7 including ex 2 even using Then perfectly not talking talking regular frightened very well composed about according sleep-gassing fly Only change instead lead blazing not knowing many not securing so whole easily wiped using old Only later decide use anyway out useless intensive Bad n't stop watching wondering next n't help imagine excellent unemployed thinking not fair ",36, 63,-1
"4 16 prior 10 more prior 7 higher voting here only assume primarily very young bad stupid hard even think as acting characterless terrible saw one rainy sad ever instead ",36, 63,-1
"amazed most First going compare really surprised say worst cast gotta kidding bad n't still learn critically bashed Now come sorry there big seriously bad did n't look good final watch instead wasting here ",36, 63,-1
"cheap squarely sure n't deep fumble animal n't take kindly pick one one largely distinctly ape-like less scary Most wooden generic pretending yakking very little least get watch sexiest one male ",36, 63,-1
"Saw recently higher Not so much based n't made cinematographic but more based double all starred great Not together n't exactly changed one unbelievable very predictable clich only make slightly appealing shot humble n't waste one ",36, 63,-1
"saw first came four moving Maybe few away seemed capture better else ever seen still one particular Chinese fine so much refracted maybe n't humble everyday Chinese little Philippine elder there even now urban own excellent well filmed understand not fancy vertiginous apparently filmed did n't do otherwise yet one strongest visual natural often harsh pervasive one closest expose bringing other down funny making more individual potentially closer perfectly even conversational Chinese other better ever such true balding talking one other dingaling poignant few very small beautifully living old including justified political ethnic little ironic fuel communicated delicately perhaps here n't suffice say two more personal backed goofy crazy American yes somehow not entirely either ",36, 63,-1
"prepare lousy outing brought never-inevitable As far one n't click plain unoriginal ugly feminine wearing destroy showing nearly bare resist Give f---ing then not dust old much better did n't set very high still n't make one great like point called 1996 top-notch n't translate well Sorry ",36, 63,-1
"biggest ever watched excruciatingly boring rather sat watched known going as boring Not even 40 hot big lower 1 claiming unintentionally funny absurd just plain Not one funny first 50 so walking talking n't understand care about just as lame dying n't even know so did n't watch ending say horrible Immediately ejecting DVD started scraping not wanting other fall same made as rent Then peed ",36, 63,-1
"just pointless produce second very good ridiculous making second one main over first tried find make going senseless ",36, 63,-1
"drool important imagined just drool creatively bankrupt endless self-indulgent wanking Obviously n't Too bad great capturing timeless instead cover reading True Detective such Then endless 60 spray-painting then seemingly neverending brilliantly instructed answer only yes no really deep intellectual purple reading more oh only 20 black almost intriguing Well not unwashed n't care squat lost full bringing rather hear English reading instead gazing real More accurately maybe just ",36, 63,-1
"done hundred sometimes better one pretty slow-moving only really worthwhile botched routine straight ",36, 63,-1
"Only only motivating so bad forced register finally just trash all more tragic such never seen so grotesquely mediocre as render less seem insignificant like start proud register torn dry listened did brilliant far more gruesome burlesque almost as inadvertently comedic far most inappropriate heard well really n't think worse one Maybe 4 sorry ever happened gritty original more so first two third still supernatural most implied made so eerily believable Here going black calling inverted galore even though certain perfectly normal refined psychlogical tapping inherent collective boorish recycled transparent Add lead so unbelievably ANNOYING fervently absent Never seen little fundamentally irritating little ruined strong Luckily first three sufficiently adroit as render wasted inconsequential very most make induce vomiting lucky ",36, 63,-1
"Once again pointlessly remade predictably disastrous false as not persuasively rendered way too young too vapid even made talented Even 1967 did n't exist still unnecessary 1967 strayed presented glamorized exciting innovative 1967 outstanding allowed care 1992 culled original rather as known callow unappealing not least interesting one 2010 better possibly worse ",36, 63,-1
"heard much more stylistic directed possibly too stylistic Basically released seven solitary two ready seek got sent three left live dying rare oh hit demanding back do odd filled narrating last three coming big well Also starring involving little repeating twice different changing irritating making silly ",36, 63,-1
"Certainly one so worst ever released featuring bizarrely abominable inevitably inconceivably awful peculiar ",36, 63,-1
"chilling just also feed past furthering made bring home turned Even inspired original shown raising move taken seriously ",36, 63,-1
"watched hosted Even n't make enjoyable only watched video wanted make sure never made bad took intestinal sit watching great flirting 15 old excruciatingly painful took actual dipped then watched more entertaining Seriously back away as ",36, 63,-1
"First knew about watched looked updated one seriously thought nerdy entering mythical save evil filled exciting right first given obviously same medieval one favorite popped expecting good 80s special good Now confess about so lukewarm best not even good based lovable enter No Anti-Role-playing made Religious same also crafty n't think desperate enough lull not only make engaging poor mental talk poor alone somehow made literally saw lovable good watched instead attacked poorly made creepy best only make feel bad else poor lost not right win intentionally tragic not one mental ending made Luckily watched afterwards got good crushed further not one better most depressing ever seen not depressing walked hoping watch good ended feeling exact watch sad emotionally visually then convey n't play ",36, 63,-1
"terrible decent better n't waste awful stick desperate becoming made never saying cute definitely more acting just like better other grateful not wasted precious also good grave start watching rated 7 out 10 listen already seen ",36, 63,-1
